member_id,date,racks_am,racks_pm,gf,vegan,vgf,sales,pizza,notes,weather,aqi,witness_id
0,2015-08-30,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-08-31,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-01,16,17,0,0,0,10333.25,yum,n/a,weather,0,1
0,2015-09-02,14.5,16.5,0,0,0,9467.01,yum,n/a,weather,0,1
0,2015-09-03,17,19,0,0,0,10560,yum,n/a,weather,0,1
0,2015-09-04,27.5,29.5,0,0,0,17263.08,yum,n/a,weather,0,1
0,2015-09-05,34,29,0,0,0,18885.4,yum,n/a,weather,0,1
0,2015-09-06,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-07,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-08,8,10,0,0,0,7539.85,yum,hot day,weather,0,1
0,2015-09-09,17,16,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-10,14,14.5,0,0,0,8892.54,yum,n/a,weather,0,1
0,2015-09-11,23,26.5,0,0,0,14760.75,yum,n/a,weather,0,1
0,2015-09-12,30,20,0,0,0,15485.10,yum,n/a,weather,0,1
0,2015-09-13,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-14,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-15,15,18,0,0,0,9882,yum,n/a,weather,0,1
0,2015-09-16,14,14.5,0,0,0,8665,yum,n/a,weather,0,1
0,2015-09-17,20,17,0,0,0,10829,yum,n/a,weather,0,1
0,2015-09-18,25.5,25.5,0,0,0,14787,yum,n/a,weather,0,1
0,2015-09-19,29,26,0,0,0,16760,yum,n/a,weather,0,1
0,2015-09-20,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-21,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-22,13,16,0,0,0,9021,yum,n/a,weather,0,1
0,2015-09-23,17,17,0,0,0,10232.8,yum,n/a,weather,0,1
0,2015-09-24,18,21,0,0,0,12014,yum,n/a,weather,0,1
0,2015-09-25,24,24,0,0,0,13583.9,yum,n/a,weather,0,1
0,2015-09-26,36,24,0,0,0,17298.35,yum,n/a,weather,0,1
0,2015-09-27,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-28,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-09-29,15,16,0,0,0,10177.1,yum,n/a,weather,0,1
0,2015-09-30,14,15.5,0,0,0,9551.01,yum,n/a,weather,0,1
0,2015-10-01,16,17.5,0,0,0,9944.25,yum,n/a,weather,0,1
0,2015-10-02,25,26,0,0,0,15037.51,yum,n/a,weather,0,1
0,2015-10-03,27,24,0,0,0,16701.5,yum,n/a,weather,0,1
0,2015-10-04,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-05,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-06,14.5,16.5,0,0,0,9182.1,yum,n/a,weather,0,1
0,2015-10-07,14.5,16.5,0,0,0,9599.75,yum,n/a,weather,0,1
0,2015-10-08,16,15,0,0,0,9463.75,yum,n/a,weather,0,1
0,2015-10-09,24,27,0,0,0,15217,yum,n/a,weather,0,1
0,2015-10-10,35,28,0,0,0,18262,yum,n/a,weather,0,1
0,2015-10-11,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-12,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-13,14,16,0,0,0,9219.51,yum,n/a,weather,0,1
0,2015-10-14,15.5,15,0,0,0,9400,yum,n/a,weather,0,1
0,2015-10-15,14,21,0,0,0,10197,yum,n/a,weather,0,1
0,2015-10-16,25.5,26.5,0,0,0,15908,yum,n/a,weather,0,1
0,2015-10-17,35,25,0,0,0,17272,yum,n/a,weather,0,1
0,2015-10-18,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-19,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-20,15.5,15.5,0,0,0,9445.11,yum,n/a,weather,0,1
0,2015-10-21,15,14,0,0,0,8387.9,yum,n/a,weather,0,1
0,2015-10-22,16,17.5,0,0,0,9736,yum,n/a,weather,0,1
0,2015-10-23,24.5,26,0,0,0,14975.7,yum,n/a,weather,0,1
0,2015-10-24,39,33,0,0,0,20389,yum,Last Corn,weather,0,1
